Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,orientation.x,orientation.y,orientation.z,orientation.w,orientation_covariance_0,orientation_covariance_1,orientation_covariance_2,orientation_covariance_3,orientation_covariance_4,orientation_covariance_5,orientation_covariance_6,orientation_covariance_7,orientation_covariance_8,angular_velocity.x,angular_velocity.y,angular_velocity.z,angular_velocity_covariance_0,angular_velocity_covariance_1,angular_velocity_covariance_2,angular_velocity_covariance_3,angular_velocity_covariance_4,angular_velocity_covariance_5,angular_velocity_covariance_6,angular_velocity_covariance_7,angular_velocity_covariance_8,linear_acceleration.x,linear_acceleration.y,linear_acceleration.z,linear_acceleration_covariance_0,linear_acceleration_covariance_1,linear_acceleration_covariance_2,linear_acceleration_covariance_3,linear_acceleration_covariance_4,linear_acceleration_covariance_5,linear_acceleration_covariance_6,linear_acceleration_covariance_7,linear_acceleration_covariance_8
1728920417.3661976,229513,1728920417,344596928,base_link,-0.021547970343974116,0.03217877785931571,0.6887823992952754,-0.7239330201410762,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.0013789332006126642,0.0006418032571673394,0.0011907415464520454,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.16671305,0.7354987500000013,9.7478101,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1728920417.4658835,229514,1728920417,444771264,base_link,-0.021542888282983366,0.03216425706761516,0.6887879126237896,-0.723928571031064,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0008571974467486143,-0.0010078069753944874,0.0005954005755484105,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.16671305,0.7354987500000013,9.7478101,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1728920417.5630214,229515,1728920417,542945600,base_link,-0.021555181722417657,0.032192173924656765,0.6887706283174526,-0.7239434091461152,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.00022032996639609337,1.228880137205116e-05,-0.0006496869027614594,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.16671305,0.7354987500000013,9.7478101,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1728920417.6632793,229516,1728920417,643119168,base_link,-0.021549130981732403,0.0322146397120491,0.688757837321978,-0.7239547592700158,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.00038332631811499596,-8.453463669866332e-05,-0.0006336583755910397,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.16671305,0.7354987500000013,9.7478101,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1728920417.7643137,229517,1728920417,743292224,base_link,-0.021523632390003686,0.032199195672005146,0.6887761927302622,-0.7239387414518033,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.0009873725939542055,3.228115383535625e-05,0.00010588625445961952,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.16671305,0.7354987500000013,9.7478101,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1728920417.86492,229518,1728920417,843465024,base_link,-0.02154222553627548,0.03222068301398257,0.6887551404237042,-0.7239572616149244,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.4799414202570915e-05,-0.0006624542875215411,0.00044187263119965797,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.1765197,0.7354987500000013,9.75761675,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1728920417.9651654,229519,1728920417,943637056,base_link,-0.021539805046794914,0.03218760001529044,0.6887744760325093,-0.7239404094053211,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.309641033411026e-05,0.00038822600618004777,-0.0016366038471460342,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.1765197,0.7354987500000013,9.75761675,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1728920418.0678203,229520,1728920418,45815232,base_link,-0.02154701570554589,0.03218923461371719,0.6887854587437737,-0.7239296727668353,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.000731355044990778,0.00010135758202522992,-0.00016345269978046417,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.1765197,0.7354987500000013,9.75761675,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1728920418.164243,229521,1728920418,143993152,base_link,-0.021525411945639897,0.03221139320584149,0.688798786551323,-0.7239166488165155,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.000417578499764204,0.0007127924473024905,-0.0001933225430548192,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.1765197,0.7354987500000013,9.75761675,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1728920418.2648847,229522,1728920418,244170560,base_link,-0.021527596877904526,0.03223151421772238,0.6888021739554882,-0.7239124651628044,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-8.288118988275528e-05,0.0004765618359670042,-0.0011024859268218279,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.1765197,0.7354987500000013,9.75761675,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1728920418.3680878,229523,1728920418,346347456,base_link,-0.021508738841334623,0.03221780385554286,0.6888270992810155,-0.7238899188165856,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.0005911686457693577,0.0005232841940596699,-0.0008420939557254316,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.1569064,0.7354987500000013,9.7478101,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1728920418.4653468,229524,1728920418,444523584,base_link,-0.0215238536918256,0.03222468695384292,0.6888130344460618,-0.7239025465145071,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.0004899415653198957,-0.0012333057820796967,0.00029297010041773336,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.1569064,0.7354987500000013,9.7478101,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
